discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,games_participations,first_game,athlete_year_birth,athlete_medals,bio
Figure skating,squaw-valley-1960,Pairs mixed,Mixed,SILVER,GameTeam,Germany team #1,https://olympics.com/en/athletes/marika-kilius,Marika KILIUS,Germany,DE,GER,3.0,Cortina d'Ampezzo 1956,1943.0,"


2

S

","


Marika Kilius started her career as a roller skater and was World Champion at the age of 15 in 1958. She started as a pairs roller and figure skater with Franz Ningel and placed fourth at the 1956 Olympic Games, were runner-up at the 1957 World Championships, and third in 1956. They placed third at the European Championships from 1955-57, and they also won the German roller and figure skating championships in 1955-57. 


In 1957, Kilius switched to competing with Hans-Jürgen Bäumler and they became the most glamorous pair ever in Germany, winning German titles in 1958-59 and 1963-64. From 1959-64 they won six consecutive European Championships. In 1959 they were second at the World Championships, and in 1960 third. They were World Champions in 1963 and 1964, but at the Olympic Games they could only win silver twice in 1960 and 1964, despite being favored in 1964. In 1964 their silver medals were disallowed by the IOC, as they had signed a professional contract before the Innsbruck Games. In 1966, they returned their medals to the IOC, but in 1987 received them back from the German NOC. In 2006, both had a comeback in the German jury of the TV-show Dancing on Ice. In 2011 they were inducted into the German Hall of Fame of Sports.


Directly after the 1964 Games Kilius signed a contract as a singer and was very successful in Germany (partly together with Bäumler), with their song Wenn Cowboys Träumen (If cowboys dream), ranking  in the Top 10 in Germany. She also acted successfully as an actress in German movies together with Bäumler.





"
Figure skating,squaw-valley-1960,Pairs mixed,Mixed,SILVER,GameTeam,Germany team #1,https://olympics.com/en/athletes/hans-jurgen-baumler,Hans-Jürgen BÄUMLER,Germany,DE,GER,2.0,Squaw Valley 1960,1942.0,"


2

S

","


Hans-Jürgen Bäumler started his career as a singles skater and in 1956-59 placed third at the German Championships behind Manfred Schnelldorfer and Tilo Gutzeit. He then changed to pair skating in 1957 with Marika Kilius and they became the most glamorous pair ever in Germany, winning German titles in 1958-59 and 1963-64. From 1959-64 they won six consecutive European Championships. In 1959 they were second at the World Championships, and in 1960 third. They were World Champions in 1963 and 1964, but at the Olympic Games they could only win silver twice in 1960 and 1964, despite being favored in 1964. In 1964 their silver medals were disallowed by the IOC, as they had signed a professional contract before the Innsbruck Games. In 1966, they returned their medals to the IOC, but in 1987 received them back from the German NOC. In 2006, both had a comeback in the German jury of the TV-show Dancing on Ice. In 2011 they were inducted into the German Hall of Fame of Sports.


Directly after the 1964 Games Bäumler signed a contract as a singer and was very successful in Germany (partly together with Kilius), with their song Wenn Cowboys Träumen (If Cowboys Dream), ranking  in the Top 10 in Germany. Bäumler then started a solo career as a singer and actor playing many roles in movie comedies from 1964-74 together with well-known German movie stars such as Paul Hörbiger, Johanna Matz, Terence Hill, Heinz Erhardt, Uschi Glas, Theo Lingen, and Gunther Philipp. He then underwent vocational training as an actor and played roles in the theatre. Eventually Bäumler was a successful TV presenter on various German game shows. In 1974 he married and settled in Cote d’Azur with his wife and their two sons.





"
Figure skating,squaw-valley-1960,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/nancy-ludington,Nancy LUDINGTON,United States of America,US,USA,1.0,Squaw Valley 1960,1939.0,"


1

B

","


Nancy Rouillard was 1957 U.S. champion in the pairs with Ron Ludington. She married Ludington later that year and together they won three more U.S. pairs championships. The Ludingtons managed a third place finish at the 1960 World Championships as well as the 1960 Olympics for their top international performance ever. Nancy Ludington later became a figure skating coach, as did her husband. They eventually divorced.





"
Figure skating,squaw-valley-1960,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/ronald-ludington,Ronald LUDINGTON,United States of America,US,USA,1.0,Squaw Valley 1960,1934.0,"


1

B

","


In 1957 Ron Ludington paired with Nancy Rouillard to win the National Pairs Championship. Later that year they married, and as Nancy and Ron Ludington they went on to win the U.S. championship for three more years. Their best world finish was a third place, which they equalled at the 1960 Olympics. Ron Ludington was one of the very few skaters to have competed and placed in the National Championships in all three disciplines – singles, pairs, and dance. This was in 1958 when his dance partner was Judy Lamarr. After his competitive days were over, Ron Ludington went on to become a very well known figure skating coach, numbering among his pupils Cynthia and Ron Kaufman and currently, Kitty and Peter Carruthers. He and Nancy later divorced, and he married Mary Batdorf, who would coach American Olympians Paul Wylie and Nancy Kerrigan. Ludington actually started out in roller figure skating, and was discovered by Maribel Owen at the 1953 North American Championships in roller skating.





"
Canoe Sprint,melbourne-1956,K2 1000m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/michael-scheuer,Michael SCHEUER,Germany,DE,GER,2.0,Helsinki 1952,1927.0,"


1

G



2

B

","


In addition to his three Olympic medals Michel Scheuer won two World Championship gold medals in the 1958 K4 1000 m and K4 10000 m (both with Gustav Schmidt, Theo Kleine, and the non-Olympian Georg Lietz), adding to his silver medal he won together with Gustav Schmidt at the 1954 Worlds in the K2 1000 m. He also won two European titles and was a 32-time German champion in various classes. His greatest and later best-known moment came in 1956 at the Melbourne Olympics when he earned the first German gold medal after World War II together with Meinrad Miltenberger in the K2 over 1,000 metres. After his active career Scheuer worked as a coach for both the youth and seniors. For his sporting achievements he was awarded with the Silver Laurel Leaf by the German president, and the Golden Badge of Honor by the German Canoe Federation.





"
Canoe Sprint,melbourne-1956,K2 1000m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/meinrad-miltenberger,Meinrad MILTENBERGER,Germany,DE,GER,2.0,Helsinki 1952,1924.0,"


1

G

","


Meinrad “Auto” Miltenberger started his sports career as a track and field athlete, before turning to flatwater canoeing in 1941. During World War II he was wounded in Italy and held captive until the end of the war. He then won his first West German Canoeing Championship in 1952, followed this with further titles 1954-57, and also won four silver medals. His first success on the international scene was at the 1954 World Championships, where he won the K2 500 metres gold medal with Ernst Steinhauer, and also the silver in the K1 500 metres.


At the 1952 Helsinki Olympics Miltenberger had finished fifth in the K1 over 1,000 metres and sixth in the K2 over 10,000 metres with Karl Heinz Schäfer. His finest moment was to come in the 1956 at the Melbourne Olympics when, with Michel Scheuer, he won the first German gold medal after World War II in the K2 over 1,000 metres. For his sporting performances he was awarded the Silver Bay Leaf and the Bundesverdienstkreuz (Order of Merit of the Federal Republic of Germany).


In 1957, Miltenberger won the silver medal in the K2 with Gustav Schmidt at the European Championships, and at the 1958 World Championships he won a gold in the kayak relay and a bronze the K2 over 500 metres with Paul Lange. In 1959 he was a member of the kayak relay team that won the European Championships. After his racing days, Miltenberger became national coach of the Federal Republic of Germany from 1959-69, and then Regional Coach in Berlin until 1987. He was a trained electrician but never worked in the profession. Miltenberger was married twice; his second wife was non-Olympian canoeist Ruth Rohrbach.





"
Canoe Sprint,melbourne-1956,K2 1000m kayak double men,Men,BRONZE,GameTeam,Austria team,https://olympics.com/en/athletes/maximilian-raub,Maximilian RAUB,Austria,AT,AUT,2.0,Helsinki 1952,1926.0,"


2

B

","


Max Raub was one of Austria’s most prominent kaykers of the 1950s. He won his first international medals at the 1950 World Championships, taking bronze in both the K-2 500, with longtime partner Herbert Wiedermann, and the K-1 4x500 with Wiederman, Herbert Klepp, and non-Olympian Günther Rührnschop. He then made his Olympic début at the 1952 Helsinki Games, where he and Wiedermann took bronze in the K-2 1000 and just missed the podium in fourth in the K-2 10,000. The duo had their greatest moment at the 1954 World Championships, where they took gold in the K-2 10000, and where they also captured bronze in the K-1 4x500, alongside Alfred Schmidtberger and Hermann Salzner. Raub and Wiedermann returned to the Olympics in 1956 and defended their bronze medal in the K-2 1000.





"
Canoe Sprint,melbourne-1956,K2 1000m kayak double men,Men,BRONZE,GameTeam,Austria team,https://olympics.com/en/athletes/herbert-wiedermann,Herbert WIEDERMANN,Austria,AT,AUT,3.0,Helsinki 1952,1927.0,"


2

B

","


Herbert Wiedermann had the following podium finishes at the Flatwater World Championships: 1st 1954 K2 10000 m (with Max Raub), 3rd 1950 K1 4×500 m (with Herbert Klepp, Max Raub, and the non-Olympian Günther Rührnschopf), 3rd 1950 K2 500 m (with Max Raub), 3rd 1954 K1 4×500 m (with Max Raub, Alfred Schmidtberger, and Hermann Salzner).





"
Canoe Sprint,melbourne-1956,C2 1000m canoe double men,Men,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/alexe-dumitru,Alexe DUMITRU,Romania,RO,ROU,2.0,Melbourne 1956,1935.0,"


1

G

","


Alexe Dumitru had the following podium finishes at the Flatwater World Championships: 1st 1958 C2 1000 m (with Simion Ismailciuc).





"
Canoe Sprint,melbourne-1956,C2 1000m canoe double men,Men,GOLD,GameTeam,Romania team,https://olympics.com/en/athletes/simion-ismailciuc,Simion ISMAILCIUC,Romania,RO,ROU,1.0,Melbourne 1956,1930.0,"


1

G

","


Simion Ismailciuc had the following podium finishes at the Flatwater World Championships: 1st 1958 C2 1000 m (with Alexe Dumitru), 1st 1963 C1 1000 m.





"
Canoe Sprint,melbourne-1956,C2 1000m canoe double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/karoly-wieland,Karoly WIELAND,Hungary,HU,HUN,1.0,Melbourne 1956,1934.0,"


1

B

","


Károly Wieland had the following podium finishes at the Flatwater World Championships: 1st 1954 C2 10000 m (with the non-Olympian József Halmai).





"
Rowing,melbourne-1956,pair without coxswain 2 men,Men,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/james-thomas-fifer,James Thomas FIFER,United States of America,US,USA,2.0,Helsinki 1952,1930.0,"


1

G

","


In 1952, Jim Fifer and Duvall Hecht rowed the coxed pairs for the United States at the Olympics, without much success. In 1956 they decided to go it without a coxswain and qualified for the Olympic team in the pairs without by defeating the defending Olympic champions, Chuck Price and Charles Logg, in the Final Trials. At the Olympics, Fifer and Hecht won every race decisively despite consistently understroking the opposition.





"
Rowing,melbourne-1956,pair without coxswain 2 men,Men,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/duvall-young-hecht,Duvall Young HECHT,United States of America,US,USA,2.0,Helsinki 1952,1930.0,"


1

G

","


Duvall Hecht rowed in the 1952 Olympic pairs with while still a student at Stanford. He then joined the marines and continued to row, teaming up with 1952 teammate, Jim Fifer, to make the Olympic team. At the 1956 Olympic Trials, Hecht and Fifer beat the defending Olympic champions, Tom Logg and Charles Price, to win their spot on the team. Hecht graduated from Stanford in 1952, but returned there to take an M.A. degree in journalism in 1960. He later became the president of Books on Tape, Inc.





"
Rowing,melbourne-1956,pair without coxswain 2 men,Men,BRONZE,GameTeam,Austria team,https://olympics.com/en/athletes/josef-kloimstein,Josef KLOIMSTEIN,Austria,AT,AUT,3.0,Melbourne 1956,1929.0,"


1

S



1

B

","


Together with his temmate Alfred Sageder Josef Kloimstein was one of the few rowers, who participated in two different boat classes at the same Olympics. In a working accident he lost a part of a foot and then decided to start rowing. He started his career at the age of 23 and additionally was active in many other sports, like cycling and skiing. In addition to his two Olympic medals he won 24 Austrian rowing championships in total in different boat classes and, together with Sageder, won four medals at European rowing championships, three in the coxless pairs and one in the coxed pairs, also with Franz König.





"
Rowing,melbourne-1956,double sculls 2x men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/bernard-patrick-jr-costello,Bernard Patrick Jr. COSTELLO,United States of America,US,USA,2.0,Helsinki 1952,1929.0,"


1

S

","


Although no relation to the three-time gold medalist, Paul Costello, Pat Costello won almost as many titles. He attended his hometown college, Detroit, graduating in 1954, but his first national title had come years before, in the 1948 intermediate eights. Costello did all his rowing for the Detroit BC and, between 1951 and 1958, won national titles as both a sweeper and a sculler, both here and in Canada. At the 1956 Olympics he was partnered by Jim Gardiner and, although they won their heat rather easily they came upon a great Soviet pair in the finals and were beaten decisively





"
Rowing,melbourne-1956,double sculls 2x men,Men,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/james-arthur-gardiner,James Arthur GARDINER,United States of America,US,USA,1.0,Melbourne 1956,1930.0,"


1

S

","


Jim Gardiner teamed with Pat Costello to take the silver medal in double sculls at the 1956 Olympics. Gardiner was a many-titled sculler having won the Pan Am doubles in 1955 (with Walter Hoover), U.S. titles in the doubles in 1954 and 1956 and in the quads in 1953, and Canadian championships in the doubles in 1956. He also won Canadian national titles as a sweeper in the fours with and without in 1952. Gardiner attended Wayne State, graduating in 1954, and representing the Detroit BC as a rower. Gardiner moved to Seattle and worked many years for Boeing, but his hobby and his passion was art. He later became a college art professor, but continued to compete in masters' rowing events. He also helped establish the rowing program at Seattle University.





"
Rowing,melbourne-1956,double sculls 2x men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/murray-stewart-riley,Murray Stewart RILEY,Australia,AU,AUS,2.0,Helsinki 1952,1925.0,"


1

B

","


Murray Riley partnered Merv Wood to a bronze medal in the 1956 double sculls, after the pair had won gold medals in the doubles at the 1950 and 1954 Commonwealth Games. At the time the two were both police officers, but their careers would take decidedly different courses. Wood eventually became New South Wales (NSW) Police Commissioner in 1976, but stepped down in 1979, partly because of his association with Riley who had by then turned to a life of crime.


Riley joined the NSW police force in 1943, when only 17 years old, and he eventually rose to detective-sergeant, 3rd class. Major drug investigations in the 1960s found that Riley was associated with managers of several illegal gambling casinos in Sydney and Wollongong and it led to his involvement in drugs. In 1966 he was jailed for a year in New Zealand on charges of attempting to bribe a police inspector, after he was found to be involved in drug importation and cashing stolen American Express checks. After his release he linked up with well-known Australian crime figure Wally Dean and the two became supervisors for the Sydney League Clubs, and began scamming the clubs, extorting their services at very high fees in return for protection.


Riley disappeared for a few years but emerged in September 1974, helping Dean in an unsuccessful attempt to get elected to the South Sydney City Council. In October 1984, Riley came into the employ of Lennie McPherson, noted drug dealer, looking after collections from various gambling clubs and bookmakers, and providing protection for them.


Riley was also involved in the Nugan Hand Bank Scandal, which was a complex arrangement fronted by the United States CIA, and former US Green Beret Michael Hand, as a front to help catch drug dealers and exporters. It was found that in April 1976, Nugan Hand made cash transfers to Riley in Hong Kong, totaling about $1.2 million.  Riley used the cash to take delivery of heroin shipments. The Australian Joint Task Force on Drugs, concluded, ""Throughout 1976 Hand was knowingly involved in drug activity with the 'Riley' group in that he permitted and even encouraged the use of Nugan Hand facilities for the movement of drug money.""


Riley was finally caught in June 1978, when he was arrested after 4.3 tons of cannabis was found onboard the yacht Anoa at Polkington Reef, east of Papua New Guinea. Riley pleaded guilty and was sentenced by Judge Kenneth Torrington to 5-10 years in jail.  The sentence was extended 7 years when he was found to have defrauded American Express of $274,000. Riley was released in May 1984, having served only 6 of 17 years. He soon became involved with drugs again, attempts to smuggle over 50 kg of heroin from Papua New Guinea to distribute in Australia.


By the early 1990s Riley had changed his name to Murray Lee Stewart by deed poll. In October 1990 Riley and Jonathan Nicholas Gould were arrested in Great Britain for conspiring to defraud British Aerospace PLC of £40,000,000 via computer fraud. They were convicted in July 1991 and sentenced to five years in prison. Riley had many friends and he was sent to an open prison farm at Spring Hill Prison in Aylesbury, which he simply walked out of in December 1991. He remained at large for eight weeks, traveling in Northern Ireland, Spain and Belgium before being recaptured in January 1992. He was moved to a minimum security prison in Kent, and escaped from there, with IRA help, in January 1993, settling in Hong Kong, where he lived incognito, before returning to Queensland, Australia in early 1994.


In January 2008, historian Dr. John Jiggens of the Queensland University of Technology, deepened the crime connection of Riley with the publication of his book The Sydney Connection: Nugan Hand, Murray Riley, and the Murder of Donald Mackay. Mackay was a furniture store owner in the NSW town of Griffith, who in 1975, tipped off police about a large marijuana plantation at Coleambally, south of Griffith. Mackay was murdered outside the Hotel Griffith on 15 July 1977, as his bloodstained car and spent .22 cartridges were found in the hotel carpark the next day, although his body was never recovered. Jiggens notes in the book that Nugan and Riley were key figures in an international drug-smuggling group supplying the United States market in the 1970s.





"
Rowing,melbourne-1956,double sculls 2x men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/merwyn-thomas-wood,Merwyn Thomas WOOD,Australia,AU,AUS,4.0,Berlin 1936,1917.0,"


1

G



1

S



1

B

","


Mervyn Wood began his rowing career as a sweep oarsman, rowing in seat five in the 1936 Olympics with the New South Wales eight which dominated Australian rowing for years.  He would certainly have competed in the Olympics in both 1940 and 1944 but for the war.  Still he competed in the Olympics through 1956, one of the longest careers ever.  In 1948, Wood, by then a sculler, won the great double of the Olympic single sculls championship and the Diamond Sculls at Henley.  In 1952, Wood lost the Olympic sculls title to Yury Tyukalov, but he again won the Diamond Sculls.  Although Wood still attempted to row singles, he was unable to overcome Australia's new great, Stuart MacKenzie, and the remainder of his international appearances were in doubles.  In 1956, Wood and Murray Riley won a bronze medal at the Olympics in the doubles, and in 1958, Wood paired with MacKenzie to win a silver medal at the British Empire and Commonwealth Games. In the 1950 British Empire Games he won the gold medal in the single sculls and in the double sculls (with Riley). Four years later in the 1954 British Empire and Commonwealth Games Wood won the gold medal in the double sculls (again with Riley) and in the coxed fours and in the 1958 British Empire and Commonwealth Games Wood won silver in the double sculls (with MacKenzie). Wood was a police officer as a career, and in 1977 became Commissioner of the New South Wales police force (1976-79). Wood's 1956 doubles partner, Riley, was also a policeman, but after he left the force he became an international drug smuggler. The controversy this caused led Wood to stepdown as Commissioner in 1979.





"
Sailing,melbourne-1956,sharpie 12m2 mixed,Open,GOLD,GameTeam,Jest,https://olympics.com/en/athletes/peter-garth-mander,Peter Garth MANDER,New Zealand,NZ,NZL,2.0,Melbourne 1956,1928.0,"


1

G

","


The first time New Zealand sent yachtsmen to an Olympic Games they won a gold medal. Peter Mander and Jack Cropp competed in the 12-metre Sharpie class in Melbourne in 1956 in Jest, a boat built by Mander. The New Zealanders won three of the seven races and their closest rivals, the Australians, won two, giving Mander and Cropp the gold medal on a countback. They thought they'd won the silver when they were second in the final race, but the Australian skipper, Rolly Tasker, had been disqualified and the two rival countries ended with an equal number of points. It was the greater number of wins for Mander and Cropp that made the difference. It was fitting that Mander skippered the winning boat because he had been instrumental in forming the New Zealand Yachting Federation, a pre-requisite to being accepted in the Olympics.





"
Sailing,melbourne-1956,sharpie 12m2 mixed,Open,SILVER,GameTeam,Falcon IV,https://olympics.com/en/athletes/rolland-leslie-tasker,Rolland Leslie TASKER,Australia,AU,AUS,2.0,Melbourne 1956,1926.0,"


1

S

","


A sailor since the age of six, Australian Rolly Tasker gained an interest in the sport when his parents introduced him to model ships as a young boy. He built his first racing dinghy, including the sails, at the age of ten and began a journey that would encompass, throughout the course of his life, over 7000 competitive races. Following service in World War II, where he saw action at the infamous Battle of Ambon, he founded a sail-making business and began exporting his products in 1949. His fame in the sporting realm grew rapidly as he captured Australian national titles in the 12 Square meter Sharpie class every year from 1952 through 1956, the year in which he also won an Olympic silver medal alongside John Scott in the Two Person Heavyweight Dinghy, Mixed event at the Melbourne Summer Games. 


In 1957 it was announced that the Flying Dutchman class would replace the 12 Square meter Sharpie event at the 1960 Summer Olympics and Tasker wasted no time earning his reputation in these vessels as well, winning the Australian National Championships in 1957, 1958, 1960, and 1962 as well as the World Championship in 1958. At the 1960 Summer Games, however, he finished 18th out of 31 teams. After becoming the World B Class Catamaran champion in 1966 he switched to ocean racing and, from 1969 through 1985, rose to unprecedented fame in the Western Australian ocean racing scene through his countless victories and the numerous records he shattered while achieving them. Among his most notable appearances was the 1978 Sydney to Hobart Yacht Race where, after being disqualified on a technicality, he sailed the race anyways with a five minute head start and completed the course 20 hours ahead of the official winner. He was also a participant in the notorious 1979 Fastnet race, where fifteen people died during disastrous weather and only 86 of the 303 starters finished.


Nearing 70 and now a member of the Western Australian Hall of Champions, having been inducted in 1986, Tasker was far from finished with his career. In 1994 he moved to Thailand and set up a new sail-making factory in Phuket, quickly turning it into a multi-million dollar business. He was made a member of the Sport Australia Hall of Fame in 1996 and the Order of Australia in 2006; in 2008 he opened the Australian Sailing Museum, the same year his biography “Sailing to the Moon” came out, the title referencing the fact that he had sailed farther than the distance of the moon over the course of his career. Having suffered from skin cancer since the age of 40, the result of decades spent under the sun at sea, he battled the disease for over half his life until he died of its effects in June 2012 at the age of 86.





"
Sailing,melbourne-1956,sharpie 12m2 mixed,Open,BRONZE,GameTeam,Chuckles,https://olympics.com/en/athletes/jasper-roy-blackall,Jasper Roy BLACKALL,Great Britain,GB,GBR,1.0,Melbourne 1956,1920.0,"


1

B

","


Jasper Blackall was not particularly prominent on the international sailing scene during the 1950s but, prior to the 1956 Summer Olympics, he teamed up with Terence Smith and was chosen to represent Great Britain in the Sharpie Class at the Games. Riding in a German-built boat from 1931, the duo performed fairly consistently throughout the tournament and ended up with a bronze medal, well behind the New Zealand and Australian teams, but comfortably ahead of the Italians. Neither sailor appeared in the Olympics again, but Blackall continued to compete on and off internationally, and eventually moved to Portugal. A member of the Burnham Sailing Club, by career he was an illustrator and designer.





"
Sailing,melbourne-1956,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Kathleen,https://olympics.com/en/athletes/herbert-philip-williams,Herbert Philip WILLIAMS,United States of America,US,USA,1.0,Melbourne 1956,1908.0,"


1

G

","


The English-born Herb Williams later became an American citizen and attended DePaul and Northwestern. As helmsman at the 1956 Olympics he had Larry Low as his crew, and in winning the gold medals they beat the defending champions, Agostino Straulino and Nicolo Rode of Italy. Before his business retirement, Williams worked as an executive in the coal industry





"
Sailing,melbourne-1956,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Kathleen,https://olympics.com/en/athletes/lawrence-edgar-low,Lawrence Edgar LOW,United States of America,US,USA,1.0,Melbourne 1956,1920.0,"


1

G

","


Larry Low crewed for helmsman Bert Williams to win the 1956 Olympic Star class title. Low, who was a builder by trade, was a frequent winner of races in the New York Metropolitan area. He served for several years as President of the Comet Class Yacht Racing Association and as secretary of the International Star Class Yacht Racing Association. Low was runner-up in the Comet class international championships in 1948-49, 1952, and 1954. He was a three-time winner of the National Sweepstakes in Red Bank, New Jersey, twice won the Long Island Bowl for the Comet class, and was a six-time winner of the North Jersey Comet class.





"
Sailing,melbourne-1956,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,Gem IV,https://olympics.com/en/athletes/durward-randolph-knowles,Durward Randolph KNOWLES,Bahamas,BS,BAH,8.0,London 1948,1917.0,"


1

G



1

B

","


Taught to sail at a young age by his father, Durward Knowles’ first major success in the Star Class on the international scene came in 1946, when he won a bronze medal alongside Basil Kelly at that year’s World Championships. The following year, with Sloane Farrington, he took gold and was selected for his first of eight Olympic teams. In 1948 he represented Great Britain and came in fourth with Farrington but, from 1952 on, Knowles represented the Bahamas. In 1952 he and Farrington were fifth, but they earned their first medal, bronze, in 1956, which became the nation’s first Olympic medal. Farrington remained with Knowles through 1960, when they placed sixth, and then retired in favor of Cecil Cooke. At the 1964 Games, Knowles and Cooke won Bahamas’ first Olympic gold medal, its last medal of any color until 1992, and its last Olympic title until 2000.


Knowles competed with his stepbrother Percy in 1968 and Montague Higgs in 1972, placing fifth and thirteenth respectively. When he made a surprise return at the 1988 Games, with Steven Kelly, he became one of only four Olympians at the time to have competed in eight editions of the Games (the others were Danish sailor Paul Elvstrøm - for whom Seoul was also his eighth Olympics - and Italian equestrians Piero and Raimondo D'Inzeo). He also one of only four Olympians at that time to have competed over a span of 40 years (the others were Elvstrøm - who also accomplished this feat in Seoul - Norwegian sailor Magnus Konow, and Danish fencer Ivan Osiier). Knowles was the oldest competitor at the Games, carried the Bahamian flag in the Opening Ceremony, and finished 19th with a partner who had not even been born when Knowles had taken part in his first two Olympics.


In addition to his Olympic accomplishments, Knowles also took silver at the 1954 World Championships, with Farrington, gold at the 1959 Pan-American Games, again with Farrington, and bronze at the 1974 Worlds, with non-Olympian Gerald Ford. Knowles received the Olympic Order in Silver in 1989 and was knighted in 1996 for his accomplishments. Upon the death of Sándor Tarics in May 2016, Knowles became the oldest living Olympic champion.





"
Sailing,melbourne-1956,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,Gem IV,https://olympics.com/en/athletes/sloane-elmo-farrington,Sloane Elmo FARRINGTON,Bahamas,BS,BAH,4.0,London 1948,1923.0,"


1

B

","


Sloan Farrington, representing the Bahamas, also won gold in the 1959 Pan American Games star class (with Durward Knowles).





"
Cycling Track,melbourne-1956,2000m tandem men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/giuseppe-ogna,Giuseppe OGNA,Italy,IT,ITA,1.0,Melbourne 1956,1933.0,"


1

B

","


Giuseppe Ogna started as a sprinter, winning the Italian amateur sprint title and tandem sprint title in 1954. In 1955 he won the World Championships in the sprint, and also won the Grand Prix of København that year, but he was not selected for the sprint at the 1956 Olympics, winning a bronze medal instead in the tandem, alongside Cesare Pinarello. After turning professional, Ogna won the world professional sprint title in 1958. He then turned to six-day racing, competing indoors on the track through 1965, winning two major events, the six-days of Adelaide in 1962 and the six-days of Launceston in 1963. He had seven podium places in major six-days with his best year 1963, when he recorded three and also won a bronze medal at the world professional sprint championship.





"
Cycling Track,melbourne-1956,2000m tandem men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/cesare-pinarello,Cesare PINARELLO,Italy,IT,ITA,2.0,Helsinki 1952,1932.0,"


2

B

","


A second cousin to Giovanni “Nane” Pinarello, who founded the famous Pinarello bicycle shop in Treviso, which has supplied cycles to such stars as Miguel Indurain, Jan Ullrich, Erik Zabel and Bradley Wiggins, to name a few, Cesare Pinarello was the top Italian amateur track sprinter at the start of the 1950s. As an amateur, Pinarello won two Olympic tandem bronzes – in 1952 with Antonio Maspes and 1956 with Giuseppe Ogna, sprint silver at the 1953 World Championships and sprint bronze at the 1955 Worlds. He was also twice Italian sprint champion (1953, 1955), and in 1953 was six-day champion in Milano and won the amateur København Grand Prix. Pinarello turned professional in 1957 and rode for such teams as Ignis, Philco, Termozeta Dei and GBC until his retirement in 1968. After his retirement, Pinarello ran a coffee shop in Treviso and also managed local amateur teams, most notably GS Zalf-Fior in the 1980s.





"
Canoe Marathon,melbourne-1956,K-2 10000m men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/janos-uranyi,Janos URANYI,Hungary,HU,HUN,3.0,London 1948,1924.0,"


1

G

","


János Urányi had the following podium finishes at the Flatwater World Championships: 1st 1958 K2 10000 m (with László Fábián), 3rd 1954 K4 10000 m (with György Mészáros, Ferenc Varga, and the non-Olympian István Mészáros).





"
Canoe Marathon,melbourne-1956,K-2 10000m men,Men,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/laszlo-fabian,Laszlo FABIAN,Hungary,HU,HUN,1.0,Melbourne 1956,1936.0,"


1

G

","


László Fábián’s father was a baker who started training him as a young man. Fábián was 15 when he started kayaking with Budapest Dózsa and, at the age of 17, he was nominated to the national team. He won the Hungarian championship in K4 10,000 metres in 1954 and K4 1,000 metres in 1955. After these wins his coach suggested he join János Urányi in the K2. The pair proved to be successful and, at the 1956 Hungarian Championships, they won the K2 over 500, 1,000 and 10,000 metres. At the 1956 Melbourne Olympics they won the K2 10,000 m, which was the first Hungarian Olympic title in kayaking.


After winning the 1956 Olympic Games, Fábian won four Worlds and six European titles between 1958-66. At the Flatwater World Championships, he won the 1958 K2 10K (with Urányi), the 1963 K2 10K (with István Timár-Geng), the 1963 K4 1,000 m,  and the 1966 K2 10K, alongside Imre Szöllősi. Fábián finished active racing in 1969, and then became a technical manager and trainer at Újpesti Dózsa and worked in the management of the Hungarian Kayak Canoe Association. In 1997 he became the head coach of MTK.





"
